id,eps,oliva_greedy,oliva_greedy_time,oliva_greedy_visit,oliva_greedy_status,oliva_greedy_lb,oliva_balance,oliva_balance_time,oliva_balance_visit,oliva_balance_status,oliva_balance_lb,neuralsat,neuralsat_time,neuralsat_status,bab_baseline,bab_baseline_time,bab_baseline_visit,bab_baseline_status,abcrown,abcrown_status,abcrown_time
41,0.0313725490196078,DFS:,172.34929132461548,33,Status.VERIFIED,-0.4952231347560882,Balance,143.21163659210956,415,Status.VERIFIED,-0.4952231347560882,neuralsat,29.727373361587524,Status.VERIFIED,BaB-Baseline:,1004.3356230258942,278,Status.UNKNOWN,abcrown:,Status.VERIFIED,255.7318
41,0.0352941176470588,DFS:,506.2953052520752,65,Status.VERIFIED,-1.4789403676986694,Balance,465.05207379155945,293,Status.VERIFIED,-1.4789403676986694,neuralsat,1000.2884678840636,Status.UNKNOWN,BaB-Baseline:,1003.8769657611848,197,Status.UNKNOWN,abcrown:,Status.UNKNOWN,1000.318
41,0.0392156862745098,DFS:,366.8799211978912,43,Status.VERIFIED,-2.8052761554718018,Balance,371.4418129978207,255,Status.VERIFIED,-2.8052761554718018,neuralsat,1000.1412961483002,Status.UNKNOWN,BaB-Baseline:,1004.641499042511,175,Status.UNKNOWN,abcrown:,Status.UNKNOWN,1000.3018
41,0.0431372549019607,DFS:,275.46909165382385,29,Status.VERIFIED,-4.267006874084473,Balance,294.59997593573155,225,Status.VERIFIED,-4.267006874084473,neuralsat,1000.1547400951384,Status.UNKNOWN,BaB-Baseline:,1006.6182813644408,156,Status.UNKNOWN,abcrown:,Status.UNKNOWN,1000.3054
41,0.0470588235294117,DFS:,221.07796669006348,21,Status.VERIFIED,-5.861013412475586,Balance,193.40781357197216,205,Status.VERIFIED,-5.861013412475586,neuralsat,1000.1599817276,Status.UNKNOWN,BaB-Baseline:,1002.885892868042,137,Status.UNKNOWN,abcrown:,Status.UNKNOWN,1000.2633
43,0.0117647058823529,DFS:,16.85626196861267,13,Status.VERIFIED,-0.1245194524526596,Balance,14.250256186957284,1145,Status.VERIFIED,-0.1245194524526596,neuralsat,6.0385801792144775,Status.VERIFIED,BaB-Baseline:,1002.5112290382384,1181,Status.UNKNOWN,abcrown:,Status.VERIFIED,0.1772
45,0.0274509803921568,DFS:,38.35310101509094,13,Status.VERIFIED,-0.6061285734176636,Balance,34.097091347888444,151,Status.VERIFIED,-0.6061285734176636,neuralsat,1000.302875995636,Status.UNKNOWN,BaB-Baseline:,352.4506914615631,179,Status.VERIFIED,abcrown:,Status.UNKNOWN,1000.1864
45,0.0313725490196078,DFS:,122.4252576828003,31,Status.VERIFIED,-1.8053077459335327,Balance,117.47830044180944,561,Status.VERIFIED,-1.8053077459335327,neuralsat,1000.298078775406,Status.UNKNOWN,BaB-Baseline:,1001.7849373817444,371,Status.UNKNOWN,abcrown:,Status.UNKNOWN,1000.2393
45,0.0352941176470588,DFS:,463.9741141796112,93,Status.VERIFIED,-3.155069828033448,Balance,461.3600919319928,429,Status.VERIFIED,-3.155069828033448,neuralsat,1000.272766828537,Status.UNKNOWN,BaB-Baseline:,1004.0453071594238,286,Status.UNKNOWN,abcrown:,Status.UNKNOWN,1000.2488
45,0.0392156862745098,DFS:,580.5945224761963,83,Status.VERIFIED,-4.652402877807617,Balance,633.0792471263192,317,Status.VERIFIED,-4.652402877807617,neuralsat,1000.2594645023346,Status.UNKNOWN,BaB-Baseline:,1002.6073439121246,215,Status.UNKNOWN,abcrown:,Status.UNKNOWN,1000.2484
